userWallet,total_tx_count,num_deposits,num_borrows,num_repays,num_redeems,num_liquidations,total_amount_deposited,total_amount_borrowed,total_amount_repaid,total_usd_value,avg_time_gap,num_unique_assets,repay_borrow_ratio,log_total_usd,credit_score,score_bucket
0x0387de98476d2ca45d092ee0cf7af798be4660a1,3,2,0,0,1,0,8e+18,0.0,0.0,1.6059448360127242e+19,5950.0,1,0.0,44.222829033137025,,
0x03886228bb749eeba43426d2d6b70eba472f4876,33,23,4,0,6,0,1.740980257175584e+21,3.8749975389084e+20,0.0,4.3524633483771956e+21,214062.4375,4,0.0,49.82502892467885,,
0x0388efdfbd5f519f6c63319b5710d5231dd64868,10,7,2,1,0,0,8.090025798822739e+21,3200000000.0,1200000000.0,1.1936925165949045e+22,695826.8888888889,3,0.3749999999999999,50.833923503884606,,
0x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,5,4,1,0,0,0,1.1000000000015988e+18,1e+17,0.0,1.3533119839022546e+18,692216.5,2,0.0,41.74908658327224,,
0x038a122489ebd2bf9968e02d1203258b49e4832e,6,2,2,0,0,2,4.51e+19,1.6e+20,0.0,4.505643890860007e+20,299801.4,3,0.0,47.55703266877681,,
0x038ac1795d2c99b312e981e2992bfc45d0b3c73e,3,0,0,0,3,0,0.0,0.0,0.0,2.9643824315263977e+21,0.0,3,0.0,49.44095567746697,,
0x038b15767ebe38fc2002b8c597ec9054021dcf7c,51,13,12,14,12,0,1.4039333749533172e+22,7.04950000001315e+22,7.048834702943694e+22,3.461441181074546e+23,85399.62,7,0.9999056249280865,54.2011421675318,,
0x038c266d54f2a143b8604343bcaf28caba4e8939,29,6,6,4,13,0,1.0902013234170437e+21,4.900000000003e+20,4.505570306884624e+20,3.4213921831263e+21,244990.10714285713,4,0.9195041442616052,49.58433449220808,,
0x038ca2dcaf884d02dd1deae89bf23a7831fb1179,47,22,8,12,5,0,3.5554873031386884e+21,1.1000000000072999e+21,1.1037589010848684e+21,2.740223895214707e+22,199427.26086956522,8,1.003417182797767,51.664911676512624,,
0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,24,9,4,5,6,0,1.7470820288079093e+21,1.000851147176e+19,1.0010455305181383e+19,1.8864580378903846e+23,143714.91304347827,4,1.000194218034007,53.594158155672076,,
0x038e8cdb75c6677cfed6854e8b315066f9a909f0,18,8,4,3,3,0,2.3309744233454717e+21,963758569.0,963981698.0,5.633027118670736e+21,46045.41176470588,4,1.000231519601668,50.08293392702603,,
0x038f1867a56cad72bce4c0a462a3fd4e4a4b3dd1,25,6,2,5,12,0,5.0163466929543794e+20,779186061.0,779804399.0,1.5152150223554373e+21,26097.583333333332,3,1.0007935691241774,48.76984431071281,,
0x0390969e6ddcc17e2ca8813d9f38e276b76c5113,33,5,10,16,2,0,1.7011233205066377e+20,7.000000035448899e+19,7.0002042743239066e+19,8.430865435937336e+23,163725.78125,4,1.0000291769819962,55.09135656704727,,
0x03917b0fc420092b18dcb24e719f44600211eb45,14,8,1,1,4,0,7.683551860166601e+20,200885345.0,202107483.0,1.6241852016413408e+21,471405.92307692306,5,1.0060837588725,48.83929322853188,,
0x03922322741e50ee5a589aedc9fc7ed74a3e1e32,58,18,12,12,16,0,8.942774545603724e+22,1.65000000000673e+22,1.6501530000067326e+22,2.124748671290398e+23,78583.47368421052,4,1.0000927272727285,53.713110661910775,,
